logD,compound,solvent,set
1.03,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,,train
2.9,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@H](c2ccc(S(C)(=O)=O)cc2)c2cccc(F)c2)CC1,,train
2.88,N#Cc1cnn2c(NC3CC3)cc(-c3cccs3)nc12,,train
0.92,CN1CCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,,train
2.4,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,,train
3.31,O=c1[nH]c(-c2ccccc2)nc2cc(Cl)ccc12,,train
4.28,c1ccc(N2CC3COc4ccccc4C3=N2)cc1,,train
3.3,COCCOc1cc(Nc2nccc(N(C)c3cc(CO)ccc3C)n2)cc(N2CCOCC2)c1,,train
3.71,Cc1cccc(NC(=O)c2ccc(-c3ccccc3)c(C#N)c2)n1,,train
2.63,CCOC(=O)c1ccc(OCCC2CCN(c3ccc(C)nn3)CC2)cn1,,train
1.79,O=C(O)c1cc2cc([N+](=O)[O-])ccc2n1Cc1ccc(Cl)c(Cl)c1,,train
1.69,O=S(=O)(CCOCc1cccc2ccccc12)NCCCNCCc1ccc(O)c2nc(O)sc12,,train
1.99,O=C(O)COc1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,,train
1.41,CNC[C@H](O)c1ccc(Cl)c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1,,train
3.07,COc1cc(Nc2cc(Nc3c(Cl)ccc4c3OCO4)ncn2)cc(OC)c1OC,,train
3.01,Cc1ccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,,train
3.97,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,,train
1.98,CN1CCN(C(=O)c2ccc(C(=C3CCN(Cc4cscn4)CC3)c3cccc4cccnc34)cc2)CC1,,train
0.120000035,CN(C)C(=O)N[C@H]1CC[C@H](CCN2[C@@H]3CC[C@H]2C[C@@H](Oc2cccc(C(N)=O)c2)C3)CC1,,train
2.8,Cc1ncc(-c2ccnc(Nc3ccc(C(N)=O)c(F)c3)n2)n1C(C)C,,train
3.78,CCc1c(C)nc(SCC(=O)Nc2nc(-c3ccc(OC)cc3)cs2)nc1O,,train
2.8,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,,train
-1.1,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O,,train
1.68,CC(C)N1CCN(Cc2cnc(-c3ccc(C(=O)Nc4ccccc4N)cc3)c(Cl)c2)CC1,,train
2.17,Cc1nc(C(=O)N2CCOC3(CCN(Cc4ccc(Cl)cc4)CC3)C2)cs1,,train
3.47,Cc1cc(Oc2ccc3c(c2)OCO3)nc(Oc2ccc(-n3ccnc3)cc2)n1,,train
2.79,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,,train
2.55,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@H](c2ccc(S(C)(=O)=O)cc2)c2cc(F)c(F)c(F)c2)CC1,,train
2.9,COc1ccccc1C(=O)Nc1nc2ccccc2[nH]1,,train
4.29,COc1cccc(NC(=O)c2cccc(Cc3c(C)nn(CCO)c3-c3ccccc3)c2)c1,,train
0.29,COc1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,,train
2.83,O=S(=O)(Cc1ccccc1)NCC(c1ccccc1)N1CCCCCC1,,train
2.32,CC(C)(C(N)=O)C(=O)NCCCNc1nc(Nc2cccc(NC(=O)N3CCCC3)c2)ncc1Br,,train
4.4,O=C(Oc1ccccc1O)c1cccc2ccccc12,,train
4.5,CC(C)C[C@H](CO)Nc1nc(SCc2ccccc2F)nc2nc(N)sc12,,train
0.92,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(NS(C)(=O)=O)sc12,,train
-0.7100001,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,,train
1.2,CSc1c(C(=O)NC2C3CC4CC(C3)CC2C4)cnn1-c1ccc(C(=O)O)cc1,,train
3.2,COC(=O)c1ccc(NC(=O)c2cc(OC)c(OC)c(OC)c2)cc1,,train
2.8,COCCNc1nc(C#N)nc(NCC(C)C)c1N,,train
1.51,N#Cc1nc(N2CCOCC2)nc(N2CCOCC2)n1,,train
0.6000001,O=C(c1cc2ccccc2[nH]1)N1CCNCC1,,train
2.82,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(=O)CSc1ccncc1,,train
3.12,CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccc(F)cc2)cc1)C(F)(F)F,,train
1.02,CCC[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,,train
1.3,CNCC[C@@H](Oc1cc(C(F)(F)F)ccc1C#N)c1ccccc1,,train
2.1,COc1ccnc(CCc2nc3c(C)ccnc3[nH]2)c1,,train
2.63,CC(C)c1ncc(NC(=O)OCc2ccccc2)c(=O)n1CC(=O)NC(C(=O)C(F)(F)F)C(C)C,,train
1.64,COc1cc(O)c2c(c1)/C=C/C[C@H](O)[C@H](O)C(=O)/C=C\C[C@H](C)OC2=O,,train
3.96,O=S(=O)(Nc1ccccc1-c1ccccc1)c1ccccc1,,train
3.97,Cn1c(=O)c2c(-c3oc(S(C)(=O)=O)cc3Cl)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,,train
2.3,CCc1[nH]c2nc(Sc3cnc4ccc[n+]([O-])c4c3)nc(N3C[C@@H]4[C@@H](N)[C@@H]4C3)c2c1Cl,,train
1.52,Cc1cc(C)nc(SCC(=O)Nc2cc(C)on2)n1,,train
2,NC1(c2ccc(-c3ncc4ncccc4c3-c3ccccc3)cc2)CCC1,,train
3.37,COc1cccc(N(C)c2ccnc(Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)n1,,train
2.47,CNc1c(Br)cnc2[nH]c(-c3ccc(O)cc3)nc12,,train
2.5,CNC(=O)C1(N2CCCCC2=O)CCN(CC[C@H](CN(C)C(=O)c2cc(C#N)cc3ccccc23)c2ccc(Cl)c(Cl)c2)CC1,,train
0.97999996,Nc1ccc(S(=O)(=O)N2CCCC2)cc1,,train
0.58,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,,train
1.2,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,,train
3.1,COc1ccc(CNC(=O)c2ccc(Oc3ccc(C#C[C@]4(O)CN5CCC4CC5)cc3)cc2)nc1,,train
2.35,c1ccc2[nH]c(-c3cscn3)nc2c1,,train
3.11,COc1cccc(NC(=O)Cn2cc(Oc3ncnc4cc(OC)c(OC)cc34)cn2)c1,,train
1.91,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)OCc2ccccn2)c1=O)C(=O)C(F)(F)F,,train
2.01,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N(C)C3CCCCC3)cnn2-c2ccccc2)cc1,,train
1.56,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(OC2CCNCC2)ncc1Cl,,train
3.33,Cn1cc(C#N)cc1-c1c2c(=O)n(CC#N)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,,train
0.62999994,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,train
1.5,CS(=O)(=O)c1ccc2c3c([nH]c2c1)CCN(C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1)C3,,train
3.05,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC[C@@H]1CCCN(C)C1,,train
1.79,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2F)n[nH]1,,train
3.16,C#CCn1c(=O)c2c(-c3cncn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,,train
3.05,CC(C)[C@@H]1N=C(c2ccccc2)c2ccccc2NC1=O,,train
3.13,COc1ccc(-c2nc3c(NCCCNC(=O)C4CCCC4)c(C(N)=O)cnc3[nH]2)cc1,,train
0.20000008,CC(=O)Nc1ccc2c(c1)c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,,train
2.5,Oc1cccc2ccccc12,,train
0.17999998,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccccc1,,train
1.5,COc1ccc(C(CNC(=O)Nc2ccccc2)N2CCN(C)CC2)cc1,,train
3.81,CC[C@H](NC(=O)c1c([S+]([O-])C(C)C)c(-c2ccccc2)nc2ccccc12)c1ccccc1,,train
2.3,CC1(C)C(=O)Nc2ccccc21,,train
1.2,Cc1ccc(-c2ccc(S(=O)(=O)N3CCC[C@H]3C(=O)N3CC[C@@H](N)C3)cc2F)o1,,train
2.35,Fc1cc2[nH]cnc2cc1Cl,,train
1.92,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)c(C#N)nc2C)n[nH]1,,train
2.95,COCCC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,,train
2.1,Cn1c(N)nc(CCc2ccc3cc[nH]c3c2)cc1=O,,train
1.06,NC(=O)Nc1sc(-c2ccsc2)cc1C(=O)N[C@H]1CCCNC1,,train
2.51,Cc1c(Sc2ccc(Cl)cc2)c2ccc(Cl)cc2n1CC(=O)O,,train
1.95,CN(C)c1cccc2c(S(N)(=O)=O)cccc12,,train
1.47,Cc1ccc(C(=O)N(CCCN)Cc2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)cc1,,train
2.41,CC(C)Oc1cc(-n2cnc3cnc(N[C@@H](C)c4ncc(F)cn4)nc32)n[nH]1,,train
3.31,CCc1cccc(CC)c1NC(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1,,train
2.83,CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4c3OCO4)n2)c1,,train
1.82,Cc1cc(Nc2nc(O[C@@H](C)c3ncc(F)cn3)ncc2Cl)n[nH]1,,train
-0.37999997,C1CCC(NC2CCCCC2)CC1,,train
3.38,Cc1nc(CSc2ccc(Cl)cc2)cc(N2CCOCC2)n1,,train
0.21999994,CC[C@@H](c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,,train
1.96,COc1ccc(C(=O)CS(=O)(=O)c2ccccc2)cc1,,train
2,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,,train
3.75,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCc3[nH]c4c(C(F)(F)F)cccc4c3C2)CC1,,train
2.46,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,,train
2.23,Cc1cc(C(N)=O)ccc1O[C@H]1C[C@H]2CC[C@@H](C1)N2Cc1ccccc1,,train
3.65,CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2cccnc2)cc1,,train
0.5900001,CCCSc1c(C(=O)N(C)C2CCCCC2)cnn1-c1ccc(C(=O)O)cc1,,train
1.94,Clc1ccc(C(c2ccccc2)N2CCNCC2)cc1,,train
2.16,Cc1ncc(-c2nc(Nc3ccc(C(=O)N4CC[C@H](N(C)C)C4)cc3)ncc2F)n1C(C)C,,train
-0.06000003,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,,train
4.1,Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1,,train
2.05,CCCSc1nc(N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](C(N)=O)[C@@H](O)[C@H]3O)c2n1,,train
3.1,COc1cc(CCc2cc(Nc3ccnc(NCc4cc(C)no4)n3)n[nH]2)cc(OC)c1,,train
1.1,NC(=O)c1cncc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)n1,,train
4.3,CCN(C(=O)NCc1c(F)cccc1F)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,,train
0.8300001,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCOCCCNCCc3cccc(Cl)c3)c2s1,,train
2.3,Nc1cc2n[nH]c(=O)n2c2cc(-c3ccc[nH]3)ccc12,,train
0.52000004,Nc1ccc2cn[nH]c2c1,,train
3.6,Cc1ccc(-c2cc(C(=O)N3CCOCC3)c3cc(C)ccc3n2)cc1,,train
-0.54,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,,train
0.7,CCC(c1cccnc1)n1[nH]c(=O)c2nc3cc(Cl)ccc3c(O)c2c1=O,,train
1.14,O=S(=O)(Nc1nccs1)c1cc(Cl)ccc1Cl,,train
3.1,O=C1C(=O)N(Cc2ccc(Cl)cc2)c2ccccc21,,train
0.49000004,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,,train
2.26,N#Cc1cccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,,train
3.8,CC(C)COc1cc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)ccc1NC(=O)CN1CCOCC1,,train
1.74,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,,train
-0.35,CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1,,train
2.82,CN1CCN2c3ncccc3Cc3ccccc3C2C1,,train
2.66,CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2ccsc2)nc2ccccc12)c1ccccc1,,train
3.6,CCOc1cccc(Nc2nnc(C(=O)Nc3ccc(N4CCOCC4)nc3)o2)c1,,train
4.3,Clc1cccc(-c2cnc3ccc(NC4CCOCC4)nn23)c1,,train
3.1,COc1cc2ncnc(Nc3ccc(F)cc3)c2cc1OC,,train
2.94,CCOc1ccc(Oc2ccc(S(=O)(=O)NC(=O)c3cccc(-c4ccc(Cl)c(Cl)c4)c3)cc2)cc1,,train
0.64000005,CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1,,train
3.7,CN(C(=O)Cc1ccc(C#N)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,,train
2,Cc1cnc(Nc2ccc(OCC(O)CN(C)C)cc2)nc1Nc1ccccc1,,train
3.4,CC(C)(C)OC(=O)N1CCN(c2cnc(OCc3ccc(S(C)(=O)=O)cc3)cn2)CC1,,train
2.41,Cc1cc(CN2Cc3ccccc3C[C@H]2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O,,train
1.77,O=C(N[C@@H]1CN2CCC1CC2)c1ccc(-c2ccccc2)s1,,train
1.75,NC(=O)c1ccc(Br)cc1,,train
0.87000006,COc1ccc(S(=O)(=O)Nc2ccccn2)cc1,,train
3.56,Cc1cc(CNc2nccc(Nc3cc(CCc4ccccc4)[nH]n3)n2)on1,,train
3.41,COc1cc2c(Nc3cccc(Cl)c3Cl)c(C(N)=O)cnc2cc1NCCN(C)C,,train
1.27,NC(=O)Nc1sc(-c2ccccc2)cc1C(=O)N[C@H]1CCCNC1,,train
3.38,COc1ccc(C=NN=Cc2ccc(OC)c(OC)c2)cc1OC,,train
1.58,CNC(=O)Nc1nc2ccc(-c3cncc(S(=O)(=O)NC(C)(C)C)c3)cn2n1,,train
3.26,COc1ncccc1-c1cccc2c(N)c3c(nc12)CN(C1CCC1)C3=O,,train
3.5,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3c(F)cccn23)n1,,train
1.81,COc1cc2c(c(OC)c1OC)-c1ccc(O)cc1[C@@H](NC(C)=O)CC2,,train
3.2,CCn1c2ccccc2c2cc(NC(=O)N3CCOCC3)ccc21,,train
3.51,C[C@@H]1CCCN1CCc1cc2cc(-c3ccc(C#N)cc3)ccc2o1,,train
3.29,CCc1nc2c(N)nc3ccccc3c2n1Cc1ccccc1,,train
0.6000001,O=C(N[C@H]1CN2CCC1CC2)c1ccc(Cl)cc1,,train
3.57,CC(=O)Nc1ccc2ccn(-c3cc(Nc4ccn(C)n4)n4ncc(C#N)c4n3)c2c1,,train
1.5,O=C(O)Cc1ccc(-c2ccc(NC(=O)c3nnc(Nc4ccccc4F)o3)cc2)cc1,,train
-0.22000012,O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1,,train
0.68,COc1cc2c(ccc(=O)n2CCN2CCC(NCc3cc4c(cn3)OCCO4)CC2)cn1,,train
2.3,S=C(NC1CCCCC1)N1CCC(c2cnc[nH]2)CC1,,train
2.1,COc1cc(N2CCCN(C)CC2)c2[nH]c(C(=O)Nc3ccc(N4CCOCC4)cc3)cc(=O)c2c1,,train
0.75000006,CN(CCCc1ccccc1)S(=O)(=O)c1cc(C(=O)N2CCc3ccc(S(=O)(=O)NCCc4ccccc4)cc3C2)c(O)c(O)c1O,,train
3.2,CC(=O)c1cn(Cc2ccccc2)c(=O)n(Cc2ccc(F)cc2)c1=O,,train
0.7,C[C@@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)C[C@H](C)N1C(=O)Cc1ccccc1,,train
2.78,COCCC(=O)Nc1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,,train
2.68,CCN1CCO[C@@H](CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,,train
1.59,CCC1(c2ccccc2)NC(=O)N(C)C1=O,,train
3.04,Cc1cn(C2CCCN(Cc3cccc(Oc4ccccc4)c3)C2)c(=O)[nH]c1=O,,train
3.96,C#CCn1c(=O)c2c(-c3cc(C#N)cn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,,train
-0.9800001,O=C(O)c1cncc(-c2cnc3[nH]c(C(=O)NC4CC4)cc3c2-n2ccc(C(F)(F)F)n2)c1,,train
3.6,COc1cc2ncnc(Nc3cc(NC(=O)c4cccc(N5CCOCC5)c4)ccc3C)c2cc1OC,,train
0.73999995,NC(=O)c1nnn(-c2ccccc2)c1N,,train
0.68,CS(=O)(=O)c1ccc(-c2cc(C(=O)N[C@H]3CCCNC3)c(NC(N)=O)s2)cc1,,train
4.07,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,,train
3.58,Cc1ncc(-c2ccnc(Nc3ccccc3)n2)n1C(C)C,,train
3.16,CS(=O)(=O)c1cccc(Nc2nccc(N(CC#N)c3c(Cl)ccc4c3OCO4)n2)c1,,train
1.69,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc(Cl)c1,,train
-0.27000007,COc1cc(O)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(=O)CCC(=O)O,,train
1.13,CC(C)NC[C@@H](O)COc1cccc2ccccc12,,train
2.43,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,,train
-0.9399999,CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]1C(=O)NCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@@H]([C@H](C)CC(=O)O)C(=O)N[C@@H](CC(=O)c2ccccc2N)C(=O)O[C@@H]1C,,train
3.8,Cc1ccc(CO)cc1N(C)c1ccnc(Nc2cc(N3CCCC3)cc(N3CCOCC3)c2)n1,,train
2.09,Cc1cc(S(=O)(=O)Nc2nc(Nc3ccc(Cl)cc3)n[nH]2)c(S)cc1Cl,,train
1.3,Cc1nc(C)c(-c2ccc3c(c2)CC[C@]32CC[C@H](C(=O)O)CC2)nc1C(N)=O,,train
1.56,COC(Cn1c(=O)[nH]c2c(=O)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c(-c3ccccc3)cc2c1=O)OC,,train
0.9700001,COc1ccc2ncc(=O)n(CCN3CC[C@@H](NCc4ccc5c(n4)NC(=O)CO5)[C@H](OC)C3)c2c1,,train
3.49,O=C(c1ccc(Cl)cc1)C1CCN(C(=O)c2ccc(F)cc2)CC1,,train
2.19,O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(-c6ccco6)cc54)CC3)nc2N1,,train
3,Nc1ncccc1NCc1cccc(-c2cccnc2)c1,,train
3.64,O=C(Nc1ccc(Cl)nc1)c1ccc(F)c(Cl)c1,,train
1.4,CCOc1ccc(-n2c([C@@H](C)N(CC3CCN(C)CC3)C(=O)Cc3ccc(F)c(C(F)(F)F)c3)nc3ncccc3c2=O)cc1,,train
3.24,C[C@H](NC(=O)/C=C/c1ccccc1)c1cccc(N2CCOCC2)c1,,train
3.16,COc1ccc(-c2csc(NC(=O)c3c(C)noc3C)n2)cc1OC,,train
2.24,Cc1ccc(N(CC#N)c2cc(Nc3ccc(OCC(O)CN(C)C)cc3)ncn2)c(Br)c1,,train
2.23,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,,train
0.15,COc1ccccc1CNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,,train
2.77,CNC(=O)c1ccc(Nc2nccc(-c3cnc(C4CC4)n3C(C)C)n2)cc1,,train
2.67,Cc1c(-c2ccc3c(c2)OCO3)c(=O)n(C[C@H](N)c2ccccc2)c(=O)n1Cc1c(F)cccc1F,,train
4.28,Cc1ccccc1C(=O)NCC12CC3CC(CC(C3)C1)C2,,train
1.6,COc1cc(C(=O)NS(=O)(=O)c2ccccc2)ccc1Cn1ncc2ccc(NC(=O)CC3CCCC3)cc21,,train
2.43,COC(=O)COc1ccc(C(=O)Nc2ccc(F)cc2)cn1,,train
3.5,COc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3)c2cc1OC,,train
3.26,Nc1ncc(NC(=O)c2cc(NC(=O)c3cccc(C(F)(F)F)c3)ccc2Cl)cc1Cl,,train
1.2,CS(=O)(=O)N1CCc2c(-c3cnc(N)nc3)nc(N3CCOCC3)nc21,,train
3,C[C@@H]1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCc2ccc(S(C)(=O)=O)cn2)cn1,,train
3.45,CC[C@H](NC(=O)c1c([S+]([O-])CC)c(-c2ccccc2)nc2ccccc12)c1ccccc1,,train
1.7,CC12NC(Cc3ccccc31)c1ccccc12,,train
2.5,CN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,,train
2.8,CC(C)C[C@@H](CO)NS(=O)(=O)c1ccc(Cl)s1,,train
1.72,COc1ccc(NC(=O)c2ccnc(N)n2)cc1,,train
0.45999995,CCC(CC)NC(=O)c1nnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,,train
1.58,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(C2CCNCC2)ccc1Cl,,train
0.4999999,N=C(N)Nc1ccc(C(=O)Oc2ccc([N+](=O)[O-])cc2)cc1,,train
0.69,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCc4ccccc4F)c3)c2s1,,train
2.57,N#Cc1ccccc1Oc1ccc(C(=O)NCc2ccncc2)cc1,,train
1.8,COc1cc(OC2CCNCC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,,train
1.71,COc1ccc(-c2nc3c(NCCCNC(=O)C4CC4)c(Br)cnc3[nH]2)cc1,,train
2.39,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Br)n[nH]1,,train
1.37,CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(NC(=O)NCC(=O)N4CCCC4)nn3c2)c1,,train
0.7799999,COCCC(C)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c1ccc(C)cc1,,train
3.2,Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2ccncc2)cc1,,train
3.68,C[C@H]1O[C@@H](n2cnc3c(N)nc(OCC4CC45CC5)nc32)[C@H](O)[C@H]1Cl,,train
3.34,Nc1nc2ccc(OC(F)(F)F)cc2s1,,train
1.99,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3ccccc3)CC2)CC1,,train
2.2,CC(NC(=O)c1cc(O)nc2ccccc12)c1ccccc1,,train
0.38000003,CCC(CCNC)Oc1cc(Cl)ccc1C#N,,train
3.01,Cc1ncc(-c2nc(Nc3ccc(N4CCOCC4)cc3)ncc2F)n1C(C)C,,train
2.2,NC(=O)C(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,,train
1.13,Cc1cccc2c(CCNCc3cccc(CCNC[C@H](O)c4ccc(O)c5[nH]c(=O)sc45)c3)c[nH]c12,,train
2.3,CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,,train
0.89000005,c1cnc2cccnc2c1,,train
1.86,O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,,train
2.64,Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,,train
2.87,C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,,train
2.22,NC(=O)c1cccc(S[C@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)c1,,train
2.55,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(c2ccccn2)CC1,,train
2.71,COc1ccc(-c2cc(=O)c3ccccc3[nH]2)cc1,,train
2.3,N#Cc1cnn(-c2ccccc2)c1NC(=O)CN1CCN(c2ccccc2)CC1,,train
1.9,NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1cccc3ccccc13)N2,,train
-0.42000017,Cn1ccnc1S,,train
0.68,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)Cc2cccc(C(=O)O)c2)c1=O)C(=O)C(F)(F)F,,train
2.01,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,,train
0.8999999,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(S(=O)(=O)c2ccccc2)C1)C(C)(C)C,,train
3.59,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],,train
3.35,COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(N5CCOCC5)c4)ccc3C)c2cc1OCCN1CCCCC1,,train
-0.95999986,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,,train
1.88,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,,train
3.89,CCn1c(=O)ccc2cc(COc3cc(F)cc(C4(OC)CCOCC4)c3)ccc21,,train
0.5900001,COc1cccc(Oc2cncnc2O)c1,,train
1.82,O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(OC(F)(F)F)cc54)CC3)nc2N1,,train
3.6,C[C@@H]1CN(Cc2ccc(F)cc2)[C@@H](C)CN1C(=O)c1cc2c(C(=O)C(=O)N(C)C)cn(C)c2cc1Cl,,train
3.3,NC(=O)NC(=O)C(Nc1ccc2c(c1)CCC2)c1ccccc1,,train
