Solubility,compound,solvent,set
-7.0335,Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1,,train
-4.3,O=C(OC1=CC=CC(=C1)N=C=S)C2=CC=CN=C2,,train
-1.9878368,CCOc1cccc2C(=O)c3c(Nc4ccccc4[S]([O-])(=O)=O)ccc(NC5CCCCC5)c3C(=O)c12,,train
-1.1099999,OCC1OC(OCCC2=C3C=CC=CC3=CC=C2)C(O)C(O)C1O,,train
-2.3005,CNC(=O)Oc1ccccc1OC(CCl)OC,,train
-0.44710004,BrC1=CN=CNC1=O,,train
-1.9733,CN(Cc1cc(Br)cc(Br)c1N)C2CCCCC2,,train
-0.1289946,CC(C)=CCO,,train
-1.5871611,OC1=CC(=O)NC=N1,,train
-0.72879994,CCOC(=O)N1CCN(CC1)C(=O)OCC,,train
-3.4892159,CC(C)C(=O)C(C)(C)CC=C(C)C,,train
-1.5763108,CCOC(=O)C(C)C=C,,train
-1.62,CC(=O)NC1=CC=C(C=C1)[S](=O)(=O)NC2=NN=C(S2)[S](N)(=O)=O,,train
-0.86,COC1=CC=C(CC2NC(=O)N(C(C)C(=O)O)C2=O)C=C1,,train
-2.6248,ClC(Cl)C(Cl)(Cl)Cl,,train
-2.1058,CCOc1ccc(NC(=O)CO)cc1,,train
0.040200107,C[S](=O)(=O)N[S](C)(=O)=O,,train
-1.9076,CC(=O)Nc1ccc(OC(C)=O)cc1,,train
-5.8269,[O-][N+](=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,,train
-0.6665,CC[C@H]1[C@H](C)OC1=O,,train
-2.8857,COc1c(oc2ccccc12)C(O)=O,,train
-4.4694,CCCCCCC,,train
-6.74,ClC1=CC=C(OC2=C(Cl)C=CC=C2)C(=C1Cl)Cl,,train
-4.1546,OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,,train
-1.9745177,O=C1NC(=O)C2=C1CCCC2,,train
-1.12,ClCCOCCCl,,train
-4.596066,CCCC[Sn](CCCC)(CCCC)CCCC,,train
-1.2334,FC(F)F,,train
-1.98,CC(C)(C)NCC1=CC=C(S(=O)(=O)C2=CSC(S(N)(=O)=O)=C2)C=C1,,train
-2.7186,CCOC(=O)c1[nH]c(C=O)c(CC)c1C,,train
-0.12850012,CC(C)(S)[C@@H](N)C(O)=O,,train
-1.6,OC(=O)CCCNC(=O)N[C]12C[CH]3[CH2]C([CH2][CH](C3)C1)C2,,train
-7.801238,Cc1cc(c(OP2OCC3(CO2)COP(OC3)Oc4c(cc(C)cc4C(C)(C)C)C(C)(C)C)c(c1)C(C)(C)C)C(C)(C)C,,train
-4.634145,CCCCCCCCCCCCOC(=O)C(C)O,,train
-3.13,CC(C)CC(NC(=O)C(CC1=C[NH]C=N1)NC(=O)C(CC2=CC=CC=C2)NC(=O)OC(C)(C)C)C(O)CC(=O)NC(CC(C)C)C(=O)NC(C(O)=O)C3=CC=CC=C3,,train
-3.203,Clc1ccccc1Br,,train
-2.94,CNC1=C(NC2=C3C=CC=CC3=NC3=C2C=CC=C3)C=CC(NS(C)(=O)=O)=C1,,train
-4.0017,CCO[P](=O)(Cc1ccc(cc1)c2sc3ccccc3n2)OCC,,train
-1.4188,CC([S](C)(=O)=O)[S](C)(=O)=O,,train
-4.4561,CCOC(=O)c1cnn(C)c1[S](=O)(=O)NC(=O)Nc2nc(OC)cc(OC)n2,,train
-1.13,CC(=O)NC(CC(C)C)C(=O)O,,train
-1.7419,CO[S](=O)(=O)c1ccccc1,,train
-0.8725525,CC1=NN(C(=O)C1N=Nc2ccc(C)c(c2)[S](=O)(=O)Nc3ccccc3)c4ccc(cc4)[S]([O-])(=O)=O,,train
-0.85469997,OC[C@H]1O[C@@H](Oc2ccccc2CO)[C@H](O)[C@@H](O)[C@@H]1O,,train
-3.0006,CCCCOC(=O)CCC(=O)OCCCC,,train
-5.358,CC(=O)Nc1ccc(N\N=C\2C=C(C)C=CC2=O)cc1,,train
-1.9644,CC1(C)CCC2(CCC(C)(C)O2)O1,,train
-2.1325,CN[C@@H](Cc1ccc(O)cc1)C(O)=O,,train
-2.4514194,C=CC(=O)OCCN1C(=O)N(CCOC(=O)C=C)C(=O)N(CCOC(=O)C=C)C1=O,,train
-2.0063,[O-][N+](=O)C(Cl)(Cl)Cl,,train
-2.5,CCCC(CO[N+](=O)O)O[N+](=O)O,,train
0.79196537,COCNC(=O)C(C)=C,,train
-3.0832,OC(=O)c1ccc(NC(=O)c2cccnc2)cc1,,train
0.17820488,NC(=O)c1ccc[n+](c1)C2OC(CO[P]([O-])(=O)O[P](O)(=O)OCC3OC(C(O)C3O)n4cnc5c(N)ncnc45)C(O)C2O,,train
-4.74,c1ccc2Sc3ccccc3N(CC4CN(C)CCC4)c2c1,,train
-2.6183,Cc1onc(N[S](=O)(=O)c2ccc(N)cc2)c1,,train
-2.3,CCNC(=O)NC(=O)C(=N/OC)/C#N,,train
-4.3,CC1=CC=C(C=C1)[S](=O)(=O)NC(=O)NC2=NC(=CC=N2)NC3=CC=C(C=C3)[S](N)(=O)=O,,train
-1.3605,NC(=O)OC(CCl)CCl,,train
-1.668298,CC(COCC(C)OC(=O)C=C)OC(=O)C=C,,train
-3.2706,OC(=O)c1cccc(I)c1,,train
-3.0263436,CC(C)C(=O)OCCOc1ccccc1,,train
-4.3238,CN(C)C(=O)N(c1ccc(Cl)c(Cl)c1)C(=O)c2ccccc2,,train
0.9348999,OCC1CCCCO1,,train
-7.8692985,Clc1ccc(Cl)c(N\N=C2\C(=O)C(=Cc3ccccc23)C(=O)Nc4ccc(NC(=O)C5=Cc6ccccc6C(=N/Nc7cc(Cl)ccc7Cl)\C5=O)c(Cl)c4)c1,,train
-0.46000016,C[N+](C)(C)C(CC1=CN=C(S)[NH]1)C([O-])=O,,train
-0.6308712,Cc1ccc(N[S](=O)(=O)c2cc(NNC3=C4C(=O)C=C(C=C4C=CC3=N)[S]([O-])(=O)=O)ccc2Cl)c(C)c1,,train
-1.2019,CC1=CC(=O)c2ccccc2N1,,train
0.35585105,CN(C)CCCNCCCN(C)C,,train
-4.8708663,CC(=O)c1cc(cc2c1CCC2(C)C)C(C)(C)C,,train
-0.65999997,CN(C)CCNC(=O)NC1CCCCC1,,train
-1.0699999,OC1=CC(=CC=C1)[N+]([O-])=O,,train
-4.59,O=C1NC(=O)C2(CCCCCCCCCC2)C(=O)N1,,train
0.7793795,CCCCC(CC)C([O-])=O,,train
-4.42,CC1=C(C=CC(=C1)N)[S](=O)(=O)NC2=CC=C(Cl)C=C2,,train
-5.2605,COc1cc(Cl)c(Cl)c(Cl)c1Cl,,train
-8.1979,Brc1cc(Br)c(Oc2cc(Br)cc(Br)c2Br)c(Br)c1,,train
-1.68,CCNC(=O)COC(=O)C1=CC=CC=C1OC(C)=O,,train
-2.0814,NC(=O)c1cc(Cl)cc(Cl)c1N,,train
-3.0265,CCN(CCCl)CCCl,,train
-5.3547997,CCCCCCCCCCCC(=O)OC=C,,train
-0.68999994,CCC(C)C(NC(C)=O)C(=O)O,,train
-9.707107,CCCCCCCCCCCCCCCCCCCC\C=C\C\C=C\CCCCCCCCCCCNCCCCCCCCCCCCCCCCCCCC\C=C\C\C=C\CCCCCCCCCCC,,train
-3,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCCC2,,train
-3.2706864,Cc1c(Cl)cccc1[N+]([O-])=O,,train
-3.2386,CCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CC,,train
-2.8684,Nc1ccc(cc1)[S](=O)(=O)Nc2scnn2,,train
-1.364425,O=C1OC(=O)c2ccccc12,,train
-2.5177,CCOC(=O)N(C)C(=O)CS[P](=S)(OCC)OCC,,train
-0.7543,COc1cc(C([O-])=O)c(cc1OC)[N+]([O-])=O,,train
-3.0003,Cc1c(cccc1[N+]([O-])=O)[N+]([O-])=O,,train
-3.6996408,CC(=O)OC1CCC(CC1)C(C)(C)C,,train
-1.68,BrCCBr,,train
-2.29,CCCI,,train
-0.92990005,COC(=CC(O)=O)C(=O)C(C)=C,,train
-3.6976259,CCCC(CC)CCCCCCCN,,train
-1.2206832,CC(C)(C)c1cc(O)ccc1O,,train
-0.7500001,CC1NC(=O)C(C)NC1=O,,train
-4.287343,CC(C)=C1CCC(=CC1)C,,train
-3.0514,CCC1CN2CCC1CC2C(O)c3ccnc4ccc(OC)cc34,,train
-8.667095,CC(C)(C)c1cc(CCC(=O)OCCNC(=O)C(=O)NCCOC(=O)CCc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C,,train
-0.019999871,NC(CO)C(O)=O,,train
-6.7566023,CCOC(=O)c1ccc2Sc3ccccc3C(=O)c2c1,,train
-1.947,CCOc1ccc(cc1)N(C(C)=O)C(C)=O,,train
-2.5813,ON=C1CCCCCCCCC1=NO,,train
-3.48,CCCOC(=O)N1C2CN3C4=C(C(COC(N)=O)C3(OC)C12)C(=O)C(=C(C)C4=O)N,,train
-4.52,COC(=O)NC1=NC2=CC=CC=C2[NH]1,,train
-3.65,O=C(O)C1=CN(C2CC2)C2=C(C=C(F)C(N3CC4CC3CN4)=C2)C1=O,,train
-1.68,CCN(CC)CCC(C)(O)C1=C2C=CC=CC2=C(OC)C=C1,,train
-1.9295,OCc1ccc(Br)cc1,,train
-2.2267,COC(=O)[C@H]1[C@H](CC2CCC1N2C)OC(=O)c3ccccc3,,train
-3.3243785,CC(C)CCCCCCCO,,train
-5.19,CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,,train
-3.55,OC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1O,,train
0.40200007,CCO[S](C)(=O)=O,,train
-2.32,N[S](=O)(=O)C1=NN=C(N[S](=O)(=O)C2=C(C=CC=C2)C(O)=O)S1,,train
-2.5636258,C=CC(=O)OCCOc1ccccc1,,train
-3.5706,[O-][N+](=O)N1CN(CN(C1)[N+]([O-])=O)[N+]([O-])=O,,train
-3.4037,CCSC(=O)N(CC)C1CCCCC1,,train
-4.86,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)[S](=O)(=O)N=[S](C)C)[N+]([O-])=O,,train
-1.5255,CCOC(=O)C1=C(C)OC(=C(C(=O)OCC)C1=O)C,,train
-3.7,c1cc(N)ccc1S(=O)(=O)Nc2cnccn2,,train
0.23732077,OC[C@H](O)[C@@H](O)[C@H](O)C(=O)C(O)=O,,train
-9.1,Clc1ccc(Cl)c(c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,,train
-8.04,ClC1=CC(=C(OC2=C(Cl)C=C(Cl)C(=C2)Cl)C(=C1)Cl)Cl,,train
-4.6024,Oc1cc(O)c2C(=O)c3ccccc3C(=O)c2c1O,,train
-4.7274,CC(C)(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,,train
-1.855294,CCCCC[C@H]1CCC(=O)O1,,train
1.085625,Cc1[nH]ncc1,,train
-2.82,O=C1NC2=C(N=C1)C(=O)NC=N2,,train
-0.9894999,CN1C(=O)C=C(N)N(CC(C)=C)C1=O,,train
-7.804113,CC(C)(C)c1cc(CCC(=O)NCCCCCCNC(=O)CCc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C,,train
-1.9782,NC1=CC(=NC(=N)N1O)N2CCCCC2,,train
-7.86,ClC1=CC(=CC(=C1)Cl)OC2=C(Cl)C(=C(Cl)C=C2)Cl,,train
0.9202999,COCCOCCO,,train
0.34602273,CC(C)c1ccc(cc1)[S]([O-])(=O)=O,,train
-0.81000006,CCC(=O)OCN1C=C(F)C(=O)NC1=O,,train
-3.408825,Cc1cc(Cc2cc(C)c(O)c(C)c2)cc(C)c1O,,train
-3.1174443,CCC(=O)OCCc1ccccc1,,train
-7.93,Clc1ccc(Cl)c(c1Cl)c2cc(Cl)c(Cl)cc2Cl,,train
-8.848513,CC(C)(C)c1ccc2OC(=O)C(c2c1)c3cc(ccc3OC(=O)c4cc(c(O)c(c4)C(C)(C)C)C(C)(C)C)C(C)(C)C,,train
-2.2304,CC(=O)c1ccc(O)c(c1)C([O-])=O,,train
-3.36,N#CC(=NNC1=CC=CC=C1)C#N,,train
-5.284725,COc1ccc(cc1)C(=O)CSc2cccc(OC)c2,,train
-4.0986,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(C)=O)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]4(C)C=CC(=O)C=C14,,train
-6.7798,Clc1ccc(c(Cl)c1Cl)c2c(Cl)cccc2Cl,,train
-4.3048553,CCC1(C)OOC(C)(CC)OOC(C)(CC)OO1,,train
-5.6098576,CC(C)c1ccc(cc1)c2ccccc2,,train
-4.63,CC1=CC=CC(CN2CCN(C(C3=CC=CC=C3)C3=CC=C(Cl)C=C3)CC2)=C1,,train
-2.6647801,OC1(CCCCC1)C(=O)c2ccccc2,,train
-5.3873553,Clc1ccc(Oc2cccc(Cl)c2)cc1,,train
-2.7224388,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2Oc3cc(O)c4C(=O)C[C@H](Oc4c3)c5ccc(O)cc5)[C@H](O)[C@H](O)[C@H]1O,,train
-2.21,OCC(CO)C(=O)OCN1C(=O)NC(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3,,train
1.0649999,C1O[C@H]1[C@H]2CO2,,train
-3.88,CN1C(=C(O)C2=C(C=CS2)[S]1(=O)=O)C(=O)NC3=NC=CC=C3,,train
-5.0007,Cc1ccc2cc(C)c(C)cc2c1,,train
-7.5579677,Cc1ccc(cc1N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4ccccc4)[N+]([O-])=O,,train
-0.7424611,OCCOc1ccccc1,,train
-2.75,NC1=CC2=C(C=C1)C(=CC=C2)[S](O)(=O)=O,,train
-4.4,CCCCCCCC1=CC(=O)N(CCC(=O)O)C=C1,,train
-1.905,CCCOC(=O)CCC,,train
0.58331287,CC[N+](CC)(CC)CC.[O-]C(=O)c1ccccc1,,train
-6.0864,CO[P](=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,,train
0.6378001,CC1CNCCN1,,train
-2.0985,CCOC(=O)C1=CNC(=S)NC1=O,,train
-3.3804,CC(C)OC(=O)Nc1cccc(Cl)c1,,train
-4.7652683,CCOC(=O)C1C(C=C(C)C)C1(C)C,,train
-2.91,N[S](=O)(=O)C1=NN=C(N[S](=O)(=O)C2=C(C=C(C=C2)[N+]([O-])=O)[N+]([O-])=O)S1,,train
-0.2018763,COc1cc(c(C)cc1NC(=O)CC(C)=O)[S]([O-])(=O)=O,,train
-3.2005181,[O-][N+](=O)c1ccc(Cl)c(Cl)c1,,train
-2,CC(C(O)=O)C1=CC=C(C=C1)C(=O)C2=CC=CS2,,train
-7.481774,O=C1c2ccccc2Nc3cc4C(=O)c5ccccc5Nc4cc13,,train
-4.4643,CCOC(=O)C(S[P](=S)(OC)OC)c1ccccc1,,train
-3.68,CCCCCCC(=O)N(C)C1=CC=C(C=C1)[S](=O)(=O)N(C)C,,train
-1.2047,CCCCCOC(=O)C(C)O,,train
-2.4884,CCCCCCOC(=O)C(C)OC(=O)C(C)O,,train
-2.2273,NC(=O)c1ccccc1OCC=C,,train
-2.23,COC(=O)C1C(CC2CCC1N2C)OC(=O)c3ccccc3,,train
-2.3363,NC(=S)c1c(Cl)cccc1Cl,,train
-1.96,O=CCc1ccc2OCOc2c1,,train
-3.49,CCCCCOC(=O)C1=C(C(=O)OCCCCC)C=CC=C1,,train
-1.5916998,OC(=O)[C@@H]1CCCN1C(=O)COC(=O)c2ccccc2,,train
-6.19,CCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,,train
-4.1836,COC(=O)C1(O)c2ccccc2c3ccc(Cl)cc13,,train
-0.5781001,CCCCCCC(C\C=C/CCCCCCCC(O)=O)O[S](O)(=O)=O,,train
-1.6926403,CC1=NN(C(=O)C1)c2ccc(cc2)[S](O)(=O)=O,,train
-5.123583,COC(=O)CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,,train
0.79240286,C1N2CN3CN1CN(C2)C3,,train
-3.2676,CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,,train
0.84112513,OCCCCOC(=O)C=C,,train
-4,N[S](=O)(=O)C1=CC=C(NC2=CC=NC(=N2)NC(=O)N[S](=O)(=O)C3=CC=C(Cl)C=C3)C=C1,,train
0.2672001,OC(=O)CNC=O,,train
-1.0522194,CCCCCC(O)=O,,train
-4.47,CC(=O)OCN1C(=O)NC(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3,,train
0.52573574,OCc1scnc1,,train
0.66670096,CCC(C)NCCO,,train
-2.6798856,Nc1ccc2c(O)cc(cc2c1)[S](O)(=O)=O,,train
-1.939465,C\C=C\C,,train
-4.1510887,CCCCOCCOCCOCc1cc2OCOc2cc1CCC,,train
-1.96,COCOC1=C2OC3C(O)CCC4C5CC(=C2C43CCN5C)C=C1,,train
-0.07190002,CCOCCC(=O)OC,,train
-2.1455655,CCO[Si](OCC)(OCC)OCC,,train
-2.4221432,CCC(C)O[P]([S-])(=S)OC(C)CC,,train
-4.74,c1ccc2c(C)cccc2c1C,,train
-1.42,O=C(O)C(C(C(C(=O)O)C1)(C)C)(C1)C,,train
-2.6878,Clc1cccc(c1)N(C2CCOC2=O)C(=O)C3CC3,,train
-1.34,O=CC1=CC=CC=C1C=O,,train
-1.092,Oc1ccc(Br)cc1,,train
-7.0711794,CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCCCCCCCC\C=C/CCCCCCCC,,train
-2.5417,[O-]c1cccc2[nH+]cccc12,,train
-8.377105,O[S](=O)(=O)c1ccccc1N=C2C=CC(C=C2)=C(c3ccc(Nc4ccccc4)cc3)c5ccc(Nc6ccccc6)cc5,,train
1.4681,CC(C)(CO)[N+]([O-])=O,,train
-6.9790344,Cc1cc(Cc2cc(C)cc(C3CCCCC3)c2O)c(O)c(c1)C4CCCCC4,,train
-1.6002483,CCCCCCCC(=O)N(C)C,,train
-3.8866,[O-][N+](=O)c1cc(Cl)c(Cl)cc1Cl,,train
0.6032053,C[N+](C)(C)CCO,,train
-2.0886,CN(C)C(=O)Oc1cc(C)nn1c2ccccc2,,train
0.45790017,CC(C)C(N)C(=O)NCC(O)=O,,train
-4.991738,COC(=O)c1sc(N)c(C#N)c1C,,train
-1.9521,CC(C)CO[N+]([O-])=O,,train
-3.0798864,C=CC1CC2CC1C=C2,,train
-1.79,Oc1c(Cl)cccc1Cl,,train
0.7900001,n(cccc1C(N(CC2)C)C2)c1,,train
-3.31,O=C(O)c(ccc(c1)Cl)c1,,train
1.3460001,CCN,,train
-2.9437,N#CC(c1ccccc1)c2ccccc2,,train
-0.83309996,CCCC(=O)OC,,train
-1.8698329,CC(CC=O)c1ccccc1,,train
-7.5505,CCCCCCCCCCC,,train
-1.6899999,CC(C)C(O)(CCC(C)(O)C(=O)O)C(=O)O,,train
-3.76,CC12CCCC1C1CCC3CC(=O)C(=O)CC3(C)C1CC2,,train
-5.9641685,CC(c1ccccc1)c2ccc(Nc3ccc(cc3)C(C)c4ccccc4)cc2,,train
-0.20719995,OCc1cc(Br)ccc1O,,train
-2.7,C1=CC(=CC=C1NC(=O)NCCC(=O)O)[N+](=O)[O-],,train
-1.3066746,CCCCOC(=O)CCC(C)=O,,train
-4.0217533,CCCCCC/C=C/C1CC(=O)OC1=O,,train
-2.5936885,CC1(C)[C@H]2C[C@@H]3O[C@]3(C)[C@@H]1C2,,train
-4.672503,O[S](=O)(=O)c1cccc2cc(Nc3ccccc3)cc(Nc4ccccc4)c12,,train
-3.25,O=C(Nc(ccc(c1)I)c1)C,,train
-4.461716,Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,,train
-2.56,CC1=C(CCCO1)C(=O)NC2=CC=CC=C2,,train
-2.0439,OCc1ccc(Cl)c(Cl)c1,,train
0.21257459,COc1ccc2cc(oc2c1)C3N(C)c4cc(ccc4[NH+]3C)[S](C)(=O)=O.CC([O-])=O,,train
-4.9644,OC(=O)Cc1sc(nc1c2ccc(Cl)cc2)c3ccccc3,,train
-8.1724,CCCCCCCCCCCCCCCCCCCC,,train
-1.4127,NC(=O)NN=C1CCCCC1,,train
-1.4762287,Nc1cc(cc2cc(cc(O)c12)[S]([O-])(=O)=O)[S](O)(=O)=O,,train
-4.4289,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,,train
-7.5829344,CC\1=NN2C(=O)c3ccccc3N=C2C1=N/Nc4ccc(Cl)cc4[N+]([O-])=O,,train
-1.73,CC1=NC(=C(S1)C(=O)NC2=CC=CC=C2)C,,train
-3,O=C(O)C1=C(N=NC2=CC=C(O)C=C2)C=CC=C1Cl,,train
-6.1371346,CC(C)c1ccc(O[P](=O)(Oc2ccc(cc2)C(C)C)Oc3ccc(cc3)C(C)C)cc1,,train
-2.4639,COc1ccccc1Cl,,train
-1.6066,CC(=O)Nc1ccc(cc1)[S](N)(=O)=O,,train
-3.0958,CCCCCCCCCOC(=O)c1cccnc1,,train
-3.495,OC(=O)c1ccc(Cl)c(Cl)c1,,train
-3.0466585,CCCCC/C(C=O)=C/c1ccccc1,,train
-4.634,CCN2c1ncccc1N(C)C(=S)c3cccnc23 ,,train
-2.1053,OC(=O)[C@H]1CC[C@@H]([Se][Se]1)C(O)=O,,train
-6.5170403,O=C1OC(=Nc2ccccc12)c3ccc(cc3)C4=Nc5ccccc5C(=O)O4,,train
-0.12447489,CN(C)CCOCCO,,train
-4.1481,COc1ccc(cc1)C(=O)c2coc(c2)[S](N)(=O)=O,,train
-0.8607999,CCC(NC=NN)C(O)=O,,train
-0.45078623,C=CN1CCCCCC1=O,,train
-4.17,CC(C)COC(=O)[N]1C2=C(C=CC=C2)N=C1C3=CSC=N3,,train
-4.28,COC1=CC2=C([NH]C(=N2)[S](=O)CC3=C(C)C(=C(C)C=N3)OC)C=C1,,train
0.42180336,NCCNCCNCCNCCN.NCCNCCN(CCN)CCN,,train
-0.8607999,CCC(C(CC)C(O)=O)C(O)=O,,train
-7.214642,CCCCCCCCCCCCCCCCCc1[nH]ccn1,,train
-4.58,CCC(CC1=C(I)C(=C(I)C=C1I)N)C(O)=O,,train
-0.79560006,CBr,,train
-0.72299993,CC(C)(C)C(C)(C)O,,train
-0.7552,S=C1NNC(=S)S1,,train
-0.4510001,CCC(CCC(O)=O)C(C)=O,,train
-3.17,COC(=O)C1=CC(Br)=C(O)C=C1,,train
-1.5643997,[N-]=[N+]=O,,train
-3.3533,[O-][N+](=O)c1ccc(Cl)cc1C(F)(F)F,,train
-4.5452,Oc1c(cccc1[N+]([O-])=O)C(=O)Nc2ccc(Cl)cc2,,train
-4.26,CCOC1=CC=C(C=C1)N=C=S,,train
-1.5594221,S=C=S,,train
-0.7220999,C=C\C=C/C#N,,train
0.50100005,CCc1ccccn1,,train
-3.82,C1=CC=C2C=C(C=CC2=C1)[N+](=O)[O-],,train
-5.87,CN(C)CC\C=C/1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2,,train
-1.83,CN1C(=O)N(C)C2=C([N](COC(C)=O)C=N2)C1=O,,train
-2.8868,CC(=O)N[C@@H](CSc1ccc(Cl)c(Cl)c1)C(O)=O,,train
-3.77034,C1CCC\C=C/CC1,,train
-3.62,C=CCC1=CC=C2C=NC=NC2=C1O,,train
-1.5507998,OCc1ccccc1C(O)=O,,train
-3.8390841,CC1=NN(c2cccc(c2)[S]([O-])(=O)=O)C(=O)C1N=Nc3cc(Cl)c(Cl)cc3[S]([O-])(=O)=O,,train
-1.1599998,CC(C)CNCC1=CC=C(S(=O)(=O)C2=CSC(S(N)(=O)=O)=C2)C=C1,,train
-2.3610477,CCCCOC(=O)CCC,,train
-2.4244542,ClCC(Cl)C(Cl)=C,,train
-6.963972,COc1cc(ccc1NN=C2C=CC(=O)C=C2)N=Nc3ccc(cc3)[N+]([O-])=O,,train
-1.0599998,CC(=O)NC1=CC=CC(=C1)O,,train
-3.46,CCCCOC(=O)C1=CC=C(NC(C)=O)C=C1,,train
-2.1792905,CCCc1ccc(O)c(OC)c1,,train
-1.0762,Cc1cc(N[S](=O)(=O)c2ccc(N)cc2)sn1,,train
1.13,CCOC(=O)N1CCN(C)CC1,,train
-2.374,ClCC(Br)CBr,,train
-9.53442,CCCCCCCC/C=C/CCCCCCCCO[P+](=O)OCCCCCCCC\C=C\CCCCCCCC,,train
-0.005800137,OC[C@H]1OC2(COC3(CO2)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@@H](O)[C@@H]1O,,train
-1.5141,O=C1Nc2cncnc2N1,,train
-3.94,[O-][N+](=O)c1ccc(Cl)c(Cl)c1Cl,,train
-3.85,O=C(O)C1=CC=CC(N=NC2=CC=C(O)C=C2)=C1,,train
-1.9311647,COc1ccc(C)cc1NC(C)=O,,train
-2.4029,CCCCOCCC(=O)OCCCC,,train
-3.64,NC1=C(C=NC2=C(O)C=CC=C2)C=CC=C1,,train
-2.1209,CO[P](=O)(Oc1ccccc1)Oc2ccccc2,,train
-1.87,COC1=C(O)C2=C(CC3C4C=CC(=O)CC24CCN3C)C=C1,,train
-6.478516,CCCCCCCC[Sn](=O)CCCCCCCC,,train
-1.9636,CCCC(C)C(O)CC,,train
-1.05,OC1=CC(=CC(=C1)O)O,,train
-1.52,NS(=O)(=O)C1=CC(C(=O)C2=CC=C(CN3CCOCC3)C=C2)=CS1,,train
0.82340515,OCCOCCOCCO,,train
-2.43,NC(=O)C1=CN=C2N1CCC1=C(C=CC=C1)C21CCNCC1,,train
-3.4881,[O-][N+](=O)c1cccc(Cl)c1Cl,,train
-3.0402853,Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,,train
-7.54,CCCCCCOC(=O)C(C)C1=CC=C2C=C(OC)C=CC2=C1,,train
-7.5163,Clc1ccc(Cl)c2cc(Cl)c(Cl)cc12,,train
-4.3499007,CCCCCCCCCCCCCCOC(=O)OOC(=O)OCCCCCCCCCCCCCC,,train
-5.0605,Clc1cccc(Cl)c1Oc2ccccc2,,train
-0.8828999,[O-]C(=O)C(F)(F)C(F)F,,train
0.16410004,O[C@@H](C=O)[C@H]1OC(=O)[C@@H](O)[C@H]1O,,train
-3.8294,OC(=O)CCCOc1cc(Cl)c(Cl)cc1Cl,,train
-0.07980002,CN[S]#CNCO,,train
-2.9594,CCOC(=O)C1(CCC1)[S](=O)(=O)c2ccc(C)cc2,,train
-1.73,NC1=C2C=CC(Cl)=CC2=NC2=C1C=CC=C2,,train
0.7315,CCC(C(O)=O)C(O)=O,,train
-0.018923173,C[P+](c1ccccc1)(c2ccccc2)c3ccccc3,,train
-2.5976,Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,,train
-1.4463317,OC(=O)CC[C@H](N1C(=O)c2ccccc2C1=O)C(O)=O,,train
-1.79,CCC(C)CN(C)N=NC1=CC=C(C(=O)O)C=C1,,train
-4.24,CCOC1=NO[N+](=C1S(=O)(=O)C2=CC=CC=C2)[O-],,train
-1.76,O=C(N)c(c(O)ccc1)c1,,train
-0.6571001,CCCCOC(N)=O,,train
-2.92,CCN1C=C(C(O)=O)C(=O)C2=C1N=C(N3CCNCC3)C(=C2)F,,train
-2.47,CCCCCC(O)/C=C/C1C(O)CC(=O)C1C\C=C\CCCC(O)=O,,train
-0.79999983,NC1=CC=C(S(=O)(=O)NC2=C(C(=O)O)C=CC=C2)C=C1,,train
-3.21,C[N]1C=NC(=C1SC2=NC=NC3=C2[NH]C=N3)[N+]([O-])=O,,train
-3.9214,CNC(=O)Oc1cc(C)c(SC)c(C)c1,,train
